ID,FC name,FC parent,FC ontology,ADAN name,ADAN parent,Confidence,Note
103,Medial occipital artery,Posterior cerebral artery,ILX:0741254,medial occipital,posterior cerebral postcommunicating part,0.9573989510536194,
103,,,,posterior parietal,middle cerebral branch to angular gyrus,0.9417001008987427,
103,,,,medial frontobasal,anterior cerebral,0.928424596786499,
103,,,,medial occipital,medial occipital,0.9272534847259521,
103,,,,occipital,posterior auricular occipital branch,0.9249030351638794,
104,Parieto-occipital artery,Posterior cerebral artery,nan,posterior parietal,middle cerebral branch to angular gyrus,0.9458609819412231,
104,,,,occipital,posterior auricular occipital branch,0.9347618818283081,
104,,,,occipital,occipital,0.9218337535858154,
104,,,,medial occipital,posterior cerebral postcommunicating part,0.9193291664123535,
104,,,,thalamotuberal,posterior communicating,0.9163084626197815,
105,Superior cerebral artery,Basilar artery,nan,superior cerebellar,basilar,0.9859633445739746,
105,,,,anterior inferior cerebellar,basilar,0.9507599472999573,
105,,,,basilar,basilar,0.9381433725357056,
105,,,,anterior cerebral,middle cerebral,0.9139176607131958,
105,,,,anterior cerebral,anterior cerebral,0.9116597175598145,
106,Internal thoracic artery,Right subclavian artery ,UBERON:0002456,internal thoracic,subclavian,0.9707943201065063,
106,,,,superior epigastric,internal thoracic,0.9438877701759338,
106,,,,anterior intercostal branch,internal thoracic,0.9437501430511475,
106,,,,internal thoracic,internal thoracic,0.936896800994873,
106,,,,perforator,internal thoracic,0.9300620555877686,
107,Musculoophrenic artery,Internal thoracic artery,UBERON:0006632,musculophrenic,internal thoracic,0.9999999403953552,align
108,Superior epigastric artery,Internal thoracic artery,UBERON:0007153,superior epigastric,internal thoracic,0.9999998807907104,align
109,Thyrocervical trunk,Right subclavian artery ,ILX:0744822,thyrocervical trunk,subclavian,0.9709237813949585,
109,,,,thyrocervical trunk,thyrocervical trunk,0.942465603351593,
109,,,,costocervical trunk,subclavian,0.9406282901763916,
109,,,,internal thoracic,subclavian,0.9346631169319153,
109,,,,perforator,thyrocervical trunk,0.9291831254959106,
110,Inferior thyroid artery,Thyrocervical trunk,UBERON:0007149,inferior thyroid,thyrocervical trunk,1.0,align
111,Suprascapular artery,Thyrocervical trunk,ILX:0744204,suprascapular,thyrocervical trunk,0.9999998807907104,align
112,Transverse cervical artery,Thyrocervical trunk,UBERON:0012324,transverse cervical,thyrocervical trunk,0.9999999403953552,align
113,Superficial branch of transverse cervical artery,Transverse cervical artery,UBERON:0001071,transverse cervical superficial branch,transverse cervical,0.9898359179496765,
113,,,,transverse cervical,transverse cervical,0.9668734073638916,
113,,,,transverse cervical superficial branch,transverse cervical superficial branch,0.9569493532180786,
113,,,,transverse cervical,thyrocervical trunk,0.9314853549003601,
113,,,,superficial temporal,transverse facial artery,0.8998947143554688,
114,Deep branch of transverse cervical artery,Transverse cervical artery,ILX:0747787,transverse cervical,transverse cervical,0.9569485783576965,
114,,,,transverse cervical,thyrocervical trunk,0.948026180267334,
114,,,,transverse cervical superficial branch,transverse cervical,0.9462656378746033,
114,,,,dorsal scapular,transverse cervical,0.9134677648544312,
114,,,,deep cervical,costocervical trunk,0.9062861204147339,
115,Costocervical trunk,left subclavian artery ,UBERON:0004688,costocervical trunk,subclavian,0.96146160364151,
115,,,,thyrocervical trunk,subclavian,0.9374725818634033,
115,,,,vertebral,subclavian,0.931681752204895,
115,,,,subclavian,subclavian,0.9155728816986084,
115,,,,internal thoracic,subclavian,0.914573073387146,
116,Deep cervical artery,Costocervical trunk,UBERON:0012321,deep cervical,costocervical trunk,0.9999998807907104,align
117,Supreme intercostal artery,Costocervical trunk,ILX:0743066,deep cervical,highest intercostal,0.9375160932540894,
117,,,,costocervical trunk,subclavian,0.933676540851593,
117,,,,highest intercostal,highest intercostal,0.9302233457565308,
117,,,,internal thoracic,intercostal collateral branch,0.9218767881393433,
117,,,,anterior intercostal branch,internal thoracic,0.9203143119812012,
118,First posterior intercostal artery,Supreme intercostal artery,ILX:0743301,highest intercostal,first posterior intercostal,0.9803386926651001,
118,,,,first posterior intercostal,internal thoracic,0.9364897012710571,
118,,,,highest intercostal,second posterior intercostal,0.9363213777542114,
118,,,,first posterior intercostal,first posterior intercostal,0.9301138520240784,
118,,,,posterior intercostal,anterior intercostal branch,0.9194586873054504,
119,Second posterior intercostal artery,Supreme intercostal artery,ILX:0743655,highest intercostal,second posterior intercostal,0.9801236391067505,
119,,,,second posterior intercostal,internal thoracic,0.9361364841461182,
119,,,,posterior intercostal,anterior intercostal branch,0.9298742413520813,
119,,,,intercostal collateral branch,posterior intercostal,0.9274798631668091,
119,,,,posterior intercostal dorsal branch,second posterior intercostal,0.9176844358444214,
120,Axillary artery,left subclavian artery ,UBERON:0001394,axillary,subclavian,0.9608356952667236,
120,,,,axillary,axillary,0.9311113953590393,
120,,,,lateral thoracic,axillary,0.9291666746139526,
120,,,,anterior circumflex umeral,axillary,0.9267319440841675,
120,,,,brachial,axillary,0.9233558177947998,
121,Thoraco-acromial artery,Axillary artery,UBERON:0001395,thoracoacromial,axillary,0.9999998807907104,align
122,Pectoral branches of thoraci-acrominal artery,Thoraco-acromial artery,ILX:0744853,thoracoacromial deltoid branch,thoracoacromial,0.9664677977561951,
122,,,,thoracoacromial clavicular branch,thoracoacromial,0.9620028138160706,
122,,,,thoracoacromial pectoral branch,thoracoacromial deltoid branch,0.9516285061836243,
122,,,,thoracoacromial acromial branch,thoracoacromial deltoid branch,0.9431485533714294,
122,,,,thoracoacromial acromial branch,thoracoacromial acromial branch,0.939733624458313,
123,Lateral thoracic artery,Axillary artery,UBERON:0001396,lateral thoracic,axillary,0.9999997615814209,align
124,Subscapular artery,Axillary artery,UBERON:0001397,subscapular,axillary,1.0000001192092896,align
125,Thoracodorsal artery,Subscapular artery,UBERON:0002011,thoracodorsal,subscapular,1.000000238418579,align
126,Circumflex scapular artery,Subscapular artery,ILX:0743540,circumflex scapular,subscapular,0.9999998807907104,align
127,Anterior circumflex humeral artery,Axillary artery,ILX:0742490,anterior circumflex umeral,axillary,0.9726117849349976,
127,,,,posterior circumflex humeral,axillary,0.9636815786361694,
127,,,,thoracoacromial,axillary,0.9432576894760132,
127,,,,axillary,subclavian,0.938615083694458,
127,,,,brachial,axillary,0.9323474168777466,
128,Posterior circumflex humeral artery,Axillary artery,ILX:0742363,posterior circumflex humeral,axillary,1.0,align
129,Brachial artery,Axillary artery,UBERON:0001398,brachial,axillary,1.0,align
130,Deep brachial artery,Brachial artery,UBERON:0001399,brachial,brachial,0.95811527967453,
130,,,,perforator,brachial,0.9425675272941589,
130,,,,radial,brachial,0.9406564235687256,
130,,,,profunda brachial,brachial,0.9386336207389832,
130,,,,ulnar,brachial,0.9321467876434326,
131,Middle collateral artery,Deep brachial artery,FMA:23119,radial collateral,middle collateral,0.9363678693771362,
131,,,,middle collateral,middle collateral,0.9244619011878967,
131,,,,middle collateral,recurrent interosseous,0.9165711402893066,
131,,,,perforator,descending genicular articular medial branch,0.9061963558197021,
131,,,,middle collateral network of elbow branch,middle collateral,0.9012024998664856,
132,Radial collateral artery,Deep brachial artery,ILX:0745929,radial collateral,radial collateral,0.9440451860427856,
132,,,,perforator,radial collateral,0.9408742189407349,
132,,,,radial collateral,profunda brachial,0.9350697994232178,
132,,,,radial,brachial,0.9326947927474976,
132,,,,radial recurrent,radial collateral,0.9273525476455688,
133,Superior ulnar collateral artery,Brachial artery,ILX:0745792,superior ulnar collateral artery,brachial,0.9999998211860657,align
134,Inferior ulnar collateral artery,Brachial artery,ILX:0746584,inferior ulnar collateral,brachial,0.9999999403953552,align
135,Radial artery,Brachial artery,UBERON:0001404,radial,brachial,1.0000001192092896,align
136,Palmar carpal branch of radial artery,Radial artery,ILX:0747176,radial palmar carpal branch,radial,1.0,align
137,Dorsal carpal anastomosis,Radial artery,nan,radial,radial dorsal carpal branch,0.9735714793205261,
137,,,,radial palmar carpal branch,radial,0.9558993577957153,
137,,,,dorsal metacarpal 2,radial,0.9488813281059265,
137,,,,dorsal metacarpal 1,radial,0.9376047253608704,
137,,,,princeps pollicis,radial,0.933886706829071,
138,Dorsal metacarpal arteries,Dorsal carpal anastomosis,UBERON:0002454,radial dorsal carpal branch,dorsal carpal network 2,0.9271696209907532,
138,,,,radial dorsal carpal branch,dorsal carpal network 1,0.9180155992507935,
138,,,,dorsal carpal network 1,ulnar dorsal carpal branch,0.9126376509666443,
138,,,,dorsal metacarpal 7,ulnar dorsal carpal branch,0.9116654992103577,
138,,,,dorsal digital iv 2,dorsal metacarpal 6,0.9044392108917236,
139,Dorsal digital arteries of hand,Dorsal metacarpal arteries,UBERON:0006146,radial dorsal carpal branch,dorsal carpal network 1,0.8986794948577881,
139,,,,dorsal digital iv 2,dorsal metacarpal 6,0.8975410461425781,
139,,,,dorsal carpal network 1,ulnar dorsal carpal branch,0.8968616724014282,
139,,,,dorsal digital ii 2,dorsal metacarpal 4,0.8939650058746338,
139,,,,radial dorsal carpal branch,dorsal carpal network 2,0.892654299736023,
140,Deep palmar arch,Radial artery,ILX:0746320,radial palmar carpal branch,radial,0.9309641718864441,
140,,,,radial,radial superficial palmar branch,0.9308908581733704,
140,,,,deep palmar arch,palmar carpal network,0.9308136105537415,
140,,,,radial,radial dorsal carpal branch,0.9299471974372864,
140,,,,perforator,radial,0.9271508455276489,
141,Palmar metacarpal arteries,Deep palmar arch,ILX:0745960,deep palmar arch,palmar carpal network,0.9800021052360535,
141,,,,deep palmar arch,palmar metacarpal 1,0.9571893811225891,
141,,,,deep palmar arch,palmar metacarpal 2,0.9543945789337158,
141,,,,palmar metacarpal 3,deep palmar arch,0.9497531652450562,
141,,,,deep palmar arch,ulnar deep palmar branch,0.9371639490127563,
142,Ulnar artery,Brachial artery,UBERON:0001406,ulnar,brachial,1.0,align
143,Ulnar recurrent artery,Ulnar artery,ILX:0746157,ulnar,ulnar,0.9806852340698242,
143,,,,ulnar,ulnar recurrent anterior branch,0.9794313311576843,
143,,,,ulnar,ulnar recurrent posterior branch,0.9570512771606445,
143,,,,ulnar,ulnar palmar carpal branch,0.9522329568862915,
143,,,,ulnar dorsal carpal branch,ulnar,0.944722056388855,
144,Common interosseous artery,Ulnar artery,ILX:0746667,common interosseous,ulnar,0.9999998807907104,align
145,Posterior interosseous artery,Common interosseous artery,ILX:0746749,posterior interosseuous,common interosseous,0.9999998807907104,align
146,Recurrent interosseous artery,Common interosseous artery,ILX:0743607,anterior interosseous,common interosseous,0.9676727056503296,
146,,,,posterior interosseuous,common interosseous,0.9432361125946045,
146,,,,recurrent interosseous,posterior interosseuous,0.9373511672019958,
146,,,,middle collateral,recurrent interosseous,0.9325748085975647,
146,,,,common interosseous,ulnar,0.9245051145553589,
147,Dorsal carpal branch of ulnar artery,Ulnar artery,ILX:0745296,ulnar dorsal carpal branch,ulnar,1.0,align
148,Superficial palmar arch,Ulnar artery,UBERON:0006564,superficial palmar arch,ulnar,1.0000001192092896,align
149,Common palmar digital arteries,Superficial palmar arch,UBERON:0001410,common palmar digital 2,superficial palmar arch,0.9781719446182251,
149,,,,superficial palmar arch,common palmar digital 3,0.9659441709518433,
149,,,,superficial palmar arch,superficial palmar arch,0.9614706635475159,
149,,,,proper palmar digital v 2,superficial palmar arch,0.953559398651123,
149,,,,radial superficial palmar branch,superficial palmar arch,0.950350821018219,
150,Proper palmar digital arteris,Common palmar digital arteries,UBERON:0006137,proper palmar digital v 1,common palmar digital 2,0.9389770030975342,
150,,,,superficial palmar arch,common palmar digital 3,0.9143511652946472,
150,,,,proper palmar digital iv 2,common palmar digital 2,0.9130594730377197,
150,,,,proper palmar digital ii 1,proper palmar digital ii 1,0.9051268100738525,
150,,,,common palmar digital 2,common palmar digital 2,0.9042197465896606,
151,Left subclavian artery ,Aortic arch,UBERON:0001584,subclavian,aortic arch,0.9607071280479431,
151,,,,left coronary,aortic arch,0.9516501426696777,
151,,,,aortic arch,brachiocephalic trunk,0.9232521057128906,
151,,,,aortic arch,posterior intercostal,0.9210113286972046,
151,,,,thoracic aorta,aortic arch,0.9154037833213806,
152,Right common carotid artery,brachiocephalic trunk,UBERON:0001531,brachiocephalic trunk,common carotida,0.9613939523696899,
152,,,,aortic arch,brachiocephalic trunk,0.9223840236663818,
152,,,,subclavian,common carotida,0.9160305261611938,
152,,,,common carotida,internal carotid,0.9065532088279724,
152,,,,aortic arch,common carotida,0.9057897925376892,
153,External carotid artery,Right common carotid artery,UBERON:0001070,common carotida,external carotid,0.9631273746490479,
153,,,,common carotida,internal carotid,0.9529082179069519,
153,,,,external carotid,external carotid,0.9283312559127808,
153,,,,internal carotid tentorial branch,internal carotid,0.9270601272583008,
153,,,,internal carotid,middle cerebral,0.9218324422836304,
154,Ascending pharyngeal artery,External carotid artery,ILX:0745026,ascending pharyngeal,external carotid,1.0,align
155,Facial artery,External carotid artery,UBERON:0001612,facial,external carotid,0.9999997019767761,align
156,Submental artery,Facial artery,ILX:0743443,submental,facial,0.9999999403953552,align
157,Inferior labial artery,Facial artery,ILX:0744268,facial inferior labial branch,facial,0.9810726642608643,
157,,,,transverse facial artery,facial,0.9278441667556763,
157,,,,submental,facial,0.9215954542160034,
157,,,,facial,facial,0.9207992553710938,
157,,,,facial,buccal,0.9171050786972046,
158,Superior labial artery,Facial artery,ILX:0745453,facial superior labial branch,facial,0.9789845943450928,
158,,,,submental,facial,0.9412121772766113,
158,,,,facial inferior labial branch,facial,0.9286530017852783,
158,,,,facial tonsillar branch,facial,0.9258984327316284,
158,,,,facial,facial,0.9246821999549866,
159,Angular artery,Facial artery,ILX:0745781,angular,facial,0.9999996423721313,align
160,Occipital artery,External carotid artery,UBERON:0001613,occipital,external carotid,1.0,align
161,Superficial temporal artery,External carotid artery,UBERON:0001614,external carotid,superficial temporal,1.000000238418579,need to check parent-child relation
162,Transverse facial artery,Superficial temporal artery,UBERON:0001615,superficial temporal,transverse facial artery,1.0000001192092896,need to check parent-child relation
163,Frontal branch of superficial temporal artery,Superficial temporal artery,ILX:0747530,superficial temporal,superficial temporal frontal branch,0.9846644997596741,
163,,,,superficial temporal frontal branch,superficial temporal frontal branch,0.956584095954895,
163,,,,superficial temporal parietal branch,superficial temporal frontal branch,0.9540796875953674,
163,,,,superficial temporal,superficial temporal anterior auricular branch,0.9522160291671753,
163,,,,superficial temporal,superficial temporal,0.9486784934997559,
164,Maxillary artery,External carotid artery,UBERON:0001616,lingual,external carotid,0.9357107877731323,
164,,,,accessory meningeal,maxillary,0.9233739376068115,
164,,,,sphenopalatine,maxillary,0.9222429990768433,
164,,,,ascending pharyngeal,external carotid,0.9176759719848633,
164,,,,buccal,maxillary,0.9175935387611389,
165,Inferior alveolar artery,Maxillary artery,UBERON:0014693,inferior alveolar,maxillary,0.9999999403953552,align
166,Mylohyoid branch of inferior alveolar artery,Inferior alveolar artery,ILX:0746875,inferior alveolar mental branch,inferior alveolar,0.9788146018981934,
166,,,,inferior alveolar,inferior alveolar,0.975942850112915,
166,,,,inferior alveolar dental branch 1,inferior alveolar,0.9586114287376404,
166,,,,inferior alveolar dental branch 8,inferior alveolar,0.9574770331382751,
166,,,,inferior alveolar dental branch 2,inferior alveolar,0.9561582207679749,
167,Mental branch of inferior alveolar artery,Inferior alveolar artery,UBERON:0001617,inferior alveolar mental branch,inferior alveolar,0.9902635812759399,align
168,Middle meningeal artery,Maxillary artery,UBERON:0010250,middle meningeal,maxillary,1.0000001192092896,align
169,Accessory branch of middle meningeal artery,Middle meningeal artery,ILX:0746883,middle meningeal,middle meningeal,0.9785743951797485,
169,,,,middle meningeal parietal branch,middle meningeal,0.9749879240989685,
169,,,,middle meningeal petrosal branch,middle meningeal,0.9697750210762024,
169,,,,middle meningeal frontal branch,middle meningeal,0.9637082815170288,
169,,,,middle meningeal obrital branch,middle meningeal frontal branch,0.9194622039794922,
170,Anterior deep temporal artery,Maxillary artery,ILX:0742065,anterior deep temporal,maxillary,0.9999999403953552,align
171,Posterior deep temporal artery,Maxillary artery,UBERON:0035041,anterior deep temporal,maxillary,0.9999999403953552,align
172,Buccal artery,Maxillary artery,UBERON:0001618,buccal,maxillary,1.0,align
173,Artery of pterygoid canal,Maxillary artery,ILX:0744505,pterygoid branch,maxillary,0.972885012626648,
173,,,,sphenopalatine,maxillary,0.9305991530418396,
173,,,,anterior tympanic,maxillary,0.9253852963447571,
173,,,,artery of pterygoid canal,sphenopalatine,0.924784243106842,
173,,,,masseteric,maxillary,0.9243049621582031,
174,?x,Artery of pterygoid canal,NA,internal carotid,artery of pterygoid canal,0.8856165409088135,
174,,,,artery of pterygoid canal,sphenopalatine,0.8821558356285095,
174,,,,ascending palatine,facial,0.8688493967056274,
174,,,,sphenopalatine,infra orbital,0.868270993232727,
174,,,,perforator,infra orbital,0.8639906644821167,
175,Posterior superior alveolar artery,Maxillary artery,UBERON:0018397,posterior superior alveolar,maxillary,1.0,align
176,Infra-orbital artery,Maxillary artery,UBERON:0004646,sphenopalatine,infra orbital,0.9304994940757751,
176,,,,middle superior alveolar,infra orbital,0.9297692179679871,
176,,,,maxillary,maxillary,0.9295117855072021,
176,,,,anterior superior alveolar,infra orbital,0.929408609867096,
176,,,,deep auricular,maxillary,0.9288450479507446,
177,Descending palatine artery,Maxillary artery,ILX:0743576,sphenopalatine,maxillary,0.9379448890686035,
177,,,,buccal,maxillary,0.9346752166748047,
177,,,,maxillary,maxillary,0.934622049331665,
177,,,,greater palatine,descending palatine,0.9317598342895508,
177,,,,descending palatine,sphenopalatine,0.9309437274932861,
178,Greater palatine artery,Descending palatine artery,UBERON:0006664,greater palatine,descending palatine,1.0,align
179,Posterior lateral nasal branches of sphenopalatine artery,Maxillary artery,ILX:0743273,sphenopalatine,maxillary,0.9533724784851074,
179,,,,posterior superior alveolar,maxillary,0.9367994070053101,
179,,,,posterior deep temporal,maxillary,0.929360032081604,
179,,,,maxillary,maxillary,0.914108395576477,
179,,,,pterygoid branch,maxillary,0.9099541306495667,
180,Posterior septal branches of sphenopalatine artery,Maxillary artery,ILX:0745725,sphenopalatine,maxillary,0.9576663970947266,
180,,,,posterior superior alveolar,maxillary,0.9476929903030396,
180,,,,posterior deep temporal,maxillary,0.93543541431427,
180,,,,inferior alveolar,maxillary,0.9115124940872192,
180,,,,maxillary,maxillary,0.9102379679679871,
181,Internal carotid artery,Right common carotid artery,UBERON:0001532,common carotida,internal carotid,0.9641153812408447,
181,,,,internal carotid,internal carotid,0.9589334726333618,
181,,,,internal carotid tentorial branch,internal carotid,0.9579917192459106,
181,,,,internal carotid,middle cerebral,0.9495425820350647,
181,,,,internal carotid nerve branch,internal carotid,0.9492846131324768,
182,Anterior cerebral artery,Internal carotid artery,UBERON:0014696,internal carotid,middle cerebral,0.9744908809661865,
182,,,,internal carotid,internal carotid,0.9614956378936768,
182,,,,anterior cerebral,anterior cerebral,0.9612147808074951,
182,,,,anterior cerebral,middle cerebral,0.9551808834075928,
182,,,,anterior cerebral,anterior communicating,0.9532263875007629,
183,Callosomarginal artery,Anterior cerebral artery,ILX:0746118,callosomarginal,anterior cerebral,1.0,align
184,Frontal branches of callosomarginal artery,Callosomarginal artery,nan,callosomarginal intermediomedial frontal branch,callosomarginal,0.9806198477745056,
184,,,,callosomarginal posteromedial frontal branch,callosomarginal,0.9696046710014343,
184,,,,callosomarginal cingular branch,callosomarginal,0.9453272223472595,
184,,,,callosomarginal,callosomarginal,0.9445281624794006,
184,,,,callosomarginal anteromedial frontal branch,callosomarginal intermediomedial frontal branch,0.9245349764823914,
185,Orbitofrontal branches of anterior cerebral artery,Anterior cerebral artery,nan,anterior cerebral,anterior communicating,0.9611811637878418,
185,,,,anterior communicating,anterior cerebral,0.9611811637878418,
185,,,,anterior cerebral,anterior cerebral,0.9604313373565674,
185,,,,anterior cerebral,middle cerebral,0.9415573477745056,
185,,,,medial frontobasal,anterior cerebral,0.9375795722007751,
186,Pericallosal artery,Anterior cerebral artery,ILX:0744360,pericallosal,anterior cerebral,1.0,align
187,Middle cerebral artery (M1-segment),Internal carotid artery,UBERON:0001627,internal carotid,middle cerebral,0.9716570973396301,
187,,,,internal carotid meningeal branch,internal carotid,0.948369026184082,
187,,,,internal carotid,internal carotid,0.9451536536216736,
187,,,,internal carotid tentorial branch,internal carotid,0.9437437653541565,
187,,,,internal carotid,ascending cervical anastomotic branch 1,0.939449667930603,
188,Distal lateral striate branches,Middle cerebral artery (M1-segment),FMA:50386,distal medial striate,anterior cerebral,0.9193406701087952,
188,,,,proximal medial striate 2,anterior cerebral,0.9021397829055786,
188,,,,lateral frontobasal,middle cerebral superior terminal branch,0.8929226398468018,
188,,,,lenticulostriate 1,middle cerebral,0.8786307573318481,
188,,,,proximal medial striate 1,anterior cerebral,0.8770678043365479,
189,Insular branches of middle cerebral artery,Middle cerebral artery,ILX:0745613,middle cerebral,middle cerebral,0.9613152742385864,
189,,,,middle cerebral,middle cerebral superior terminal branch,0.9544757008552551,
189,,,,anterior cerebral,middle cerebral,0.9493759870529175,
189,,,,internal carotid,middle cerebral,0.9462037086486816,
189,,,,middle cerebral branch to angular gyrus,middle cerebral inferior terminal branch,0.9296277761459351,
190,Anterior temporal branch,Insular branches of middle cerebral artery,nan,middle cerebral anterior temporal branch,middle cerebral inferior terminal branch,0.9393655061721802,
190,,,,anterior parietal,middle cerebral inferior terminal branch,0.9259698390960693,
190,,,,middle cerebral branch to angular gyrus,middle cerebral inferior terminal branch,0.9161727428436279,
190,,,,middle cerebral middle temporal branch,middle cerebral inferior terminal branch,0.9103431701660156,
190,,,,middle cerebral,middle cerebral superior terminal branch,0.9013333320617676,
191,Artery of precentral sulcus,Insular branches of middle cerebral artery,ILX:0745891,artery of central sulcus,artery of precentral sulcus,0.9326964616775513,
191,,,,artery of precentral sulcus,artery of precentral sulcus,0.92057865858078,
191,,,,artery of postcentral sulcus,middle cerebral inferior terminal branch,0.9195990562438965,
191,,,,prefrontal,middle cerebral superior terminal branch,0.9178038835525513,
191,,,,anterior parietal,middle cerebral inferior terminal branch,0.9076212644577026,
192,Middle cerebral artery (M3-segment),Insular branches of middle cerebral artery,nan,lenticulostriate 3,middle cerebral,0.9271702766418457,
192,,,,middle cerebral,middle cerebral superior terminal branch,0.9242369532585144,
192,,,,middle cerebral branch to angular gyrus,middle cerebral inferior terminal branch,0.9200563430786133,
192,,,,middle meningeal parietal branch,middle meningeal,0.9094328880310059,
192,,,,middle cerebral middle temporal branch,middle cerebral inferior terminal branch,0.9083582162857056,
193,Artery of central sulcus,Middle cerebral artery (M3-segment),ILX:0745823,lenticulostriate 3,middle cerebral,0.9220327734947205,
193,,,,artery of central sulcus,artery of precentral sulcus,0.9210934638977051,
